Division;Club;Player;Best Pos;Sec. Position;Position;Age;Height;Wage;Transfer Value;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;Goals per 90 minutes;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Assists;Asts/90;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;Cr C/A;OP-Crs A/90;OP-Crs C/90;OP-Cr %;Drb/90;Fouls Against;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio;Tgls/90;Tcon/90
Second Division;Alavés;Rob Schoofs;DM;AM (R);DM, M (C), AM (R);33;"5'10""";£7.25K - £11K p/w;£200K - £650K;Very Strong;Weak;6.74;0;1333;1;1333;0.1;1.04;1.04;-0.04;0.1;6%;0.065;1.1;0.3;0.4;31%;1;1;100;1;0.1;4.79;0.3;92%;46.4;0.5;0.9;5.9;0.3;0.1;40;0.3;0.1;40;0.2;7;0;10.1;10.3;1.1;1.7;5.6;85;20;0;0.4;1.1;0.0;4;2;0;10.0;9.5;No recurring injuries;Above Average;1.2;39;0.1;0;0;0;0;0;0;0;0;0;0;0.9;1.3
Serie A;Parthenope;Amir Rrahmani;D (C);;D (C);33;"6'4""";£77K - £120K p/w;Not for Sale;Reasonable;Very Strong;7.09;3;3318;1;3318;0.0;1.34;1.34;-0.34;0.0;4%;0.0558333333333333;0.7;0.1;0.2;13%;1;0;0;1;0.0;0.74;0.0;93%;55.8;0.1;0.2;2.8;0.0;0.0;0;0.0;0.0;0;0.1;10;0;2.4;16.6;0.4;2.8;2.1;73;22;5;0.8;1.1;0.5;20;10;0;9.8;4.3;No recurring injuries;Very Low;5.9;76;1.1;0;0;0;0;0;0;0;0;0;0;1.3;0.8
Jupiler Pro League;KAA Gent;Pieter Gerkens;M (C);;DM, M/AM (C);32;"5'10""";£9.25K - £13.5K p/w;£35K - £110K;Weak;Very Strong;6.55;0;1181;1;1181;0.1;2.78;2.78;-1.78;0.2;6%;0.163529411764706;1.3;0.4;0.2;29%;1;0;0;1;0.1;1.35;0.1;90%;13.8;0.3;0.3;0.5;0.3;0.2;50;0.3;0.2;50;0.2;9;0;19.0;9.8;0.2;0.4;1.4;100;3;0;0.0;0.1;0.0;5;2;0;3.5;3.4;No recurring injuries;Above Average;1.5;35;0.0;0;0;0;0;0;0;0;0;0;0;0.9;1.3
First Division;Oviedo;Leander Dendoncker;DM;M (C);DM, M (C);31;"6'2""";£9.75K - £16.75K p/w;£120K - £1.2M;Reasonable;Very Strong;6.74;0;2041;1;2041;0.0;1.41;1.41;-0.41;0.1;8%;0.1175;0.5;0.1;0.1;25%;0;0;0;2;0.1;0.39;0.0;90%;50.4;0.1;1.1;5.0;0.2;0.0;0;0.2;0.0;0;0.1;7;0;7.8;11.1;1.1;3.2;6.5;57;44;2;0.5;1.1;0.4;28;5;0;11.8;12.1;No recurring injuries;Below Average;2.7;75;0.4;0;0;0;0;0;0;0;0;0;0;1.1;1.7
Serie BKT;Cesena FC;Dimitri Bisoli;M (C);;DM, M (C);33;"5'11""";£5.75K - £8.75K p/w;Not for Sale;Reasonable;Very Strong;7.50;0;2070;1;2070;0.0;0.9;0.9;0.1;0.0;10%;0.09;0.4;0.2;0.0;40%;0;0;0;6;0.3;2.07;0.1;70%;20.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;40;0;0.0;0.0;2.0;0.0;0.0;89;53;0;0.0;0.0;0.0;32;0;0;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0.0
Jupiler Pro League;OH Leuven;Birger Verstraete;DM;;DM, M (C);32;"5'9""";£3.7K - £5.5K p/w;£130K - £1.3M;Reasonable;Very Strong;6.88;0;2033;1;2033;0.0;0.4;0.4;0.6;0.0;25%;0.1;0.2;0.0;0.1;25%;1;0;0;5;0.2;5.57;0.2;91%;51.9;0.3;1.0;4.7;0.2;0.1;40;0.2;0.1;40;0.2;7;1;9.7;10.4;1.6;2.5;6.6;77;48;2;0.4;1.0;0.3;20;3;1;11.9;12.0;No recurring injuries;Above Average;1.6;65;0.1;0;0;0;0;0;0;0;0;0;0;1.0;1.2
Jupiler Pro League;Westerlo;Dylan Ourega;D (L);M/AM (L);D/WB/M/AM (L);22;"6'0""";£2.4K - £3.5K p/w;£300K - £2.9M;Very Strong;Weak;6.63;0;2619;0;0;0.0;0.44;0.44;-0.44;0.0;0%;0.0733333333333333;0.2;0.0;0.0;17%;0;0;0;1;0.0;2.22;0.1;89%;55.7;0.1;1.4;7.3;1.8;0.4;23;1.8;0.4;24;1.0;31;3;14.5;10.7;1.9;3.3;7.1;73;77;1;0.4;1.1;0.4;29;8;0;11.7;15.4;No recurring injuries;Average;2.6;55;0.2;0;0;0;0;0;0;0;0;0;0;0.8;1.5
Eredivisie;sc Heerenveen;Andries Noppert;GK;;GK;32;"6'8""";£1.5K - £2.3K p/w;Not for Sale;Very Strong;Weak;6.68;4;2430;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;66%;24.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;7;0;12.0;2.5;0.0;0.0;0.0;0;2;0;0.0;3.0;0.0;0;0;0;4.7;0.0;No recurring injuries;Below Average;0.0;0;0.0;7;3.48;0;72;16;51;15;31;2;0;1.0;1.1
Ligue 1 McDonald's;Reims;Mario De Luis;GK;;GK;24;"6'1""";£14K - £17.5K p/w;£180K;Weak;Very Strong;6.59;1;2250;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;85%;23.9;0.0;0.0;0.1;0.0;0.0;0;0.0;0.0;0;0.0;6;0;7.7;4.2;0.0;0.0;0.0;0;0;0;0.0;2.7;0.0;0;0;0;5.4;0.1;No recurring injuries;Below Average;0.0;0;0.0;6;-0.29;0;71;23;44;13;34;0;0;1.3;1.4
Premier League;Ipswich;Jacob Greaves;D (C);;D (LC);26;"6'4""";£49K - £55K p/w;£11.5M - £17.5M;Very Strong;Weak;6.73;0;2630;0;0;0.0;0.53;0.53;-0.53;0.0;0%;0.0481818181818182;0.4;0.1;0.1;36%;0;0;0;0;0.0;0.49;0.0;90%;41.9;0.0;0.2;3.5;0.1;0.0;33;0.1;0.0;33;0.1;3;1;4.9;9.4;1.3;3.4;3.6;76;49;6;1.4;1.3;1.1;11;4;0;10.7;7.2;No recurring injuries;Very Low;4.8;73;1.0;0;0;0;0;0;0;0;0;0;0;0.9;2.0
Eredivisie;Telstar;Ronald Koeman;GK;;GK;31;"6'2""";£550 - £900 p/w;£35K - £375K;Weak;Very Strong;6.60;2;2550;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;83%;24.1;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;10;0;8.8;3.8;0.0;0.0;0.0;50;2;0;0.0;3.4;0.0;0;0;0;5.8;0.0;No recurring injuries;Below Average;0.0;0;0.0;6;6.01;0;72;18;67;15;38;2;50;0.7;1.3
Eredivisie;FC Twente;Mats Deijl;D (R);D (C), WB (R), DM;D (RC), WB (R), DM;29;"5'11""";£2.8K - £4.7K p/w;£700K - £7M;Reasonable;Very Strong;7.03;5;3505;0;0;0.0;3.19;3.19;-3.19;0.1;0%;0.0966666666666667;0.8;0.1;0.3;9%;0;0;0;3;0.1;6.31;0.2;90%;55.2;0.1;0.8;6.9;5.0;0.8;16;1.9;0.4;19;0.9;24;4;12.9;12.9;1.5;3.3;6.9;71;82;5;0.6;0.9;0.7;51;5;0;11.5;14.9;No recurring injuries;Below Average;5.2;69;0.5;0;0;1;0;0;0;0;0;0;0;1.2;1.0
Premier League;Torreense;David Costa;M (C);M (R), AM (C);M/AM (RC);23;"5'7""";£825 - £1.3K p/w;£325K - £1M;Reasonable;Very Strong;6.44;1;1466;0;0;0.0;0.41;0.41;-0.41;0.0;0%;0.082;0.3;0.1;0.1;40%;0;0;0;3;0.2;0.56;0.0;84%;8.2;0.2;0.3;0.8;0.2;0.1;33;0.2;0.1;33;0.7;5;1;17.7;8.2;0.2;0.6;1.4;60;5;0;0.0;0.0;0.0;2;0;0;2.2;1.8;No recurring injuries;Below Average;0.7;0;0.0;0;0;0;0;0;0;0;0;0;0;1.1;1.8
Eredivisie;Feyenoord;Ramiz Zerrouki;DM;;DM, M (C);28;"6'0""";£21.5K - £31K p/w;£8.8M - £11.5M;Reasonable;Very Strong;7.04;3;1385;0;0;0.0;1.21;1.21;-1.21;0.1;0%;0.0806666666666667;1.0;0.1;0.5;13%;0;0;0;6;0.4;4;0.3;94%;61.5;0.3;1.2;7.3;1.2;0.4;31;0.2;0.1;67;0.1;6;0;4.5;14.6;1.5;2.6;5.5;88;26;3;0.5;0.6;0.6;10;0;0;11.5;13.4;No recurring injuries;Below Average;1.3;25;0.1;0;0;0;0;0;0;0;0;0;0;1.6;0.6
Sky Bet Championship;Watford;Nathan Baxter;GK;;GK;28;"6'4""";£8.25K - £10.75K p/w;£130K - £1.3M;Weak;Very Strong;6.74;1;1203;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;71%;22.9;0.0;0.0;0.1;0.0;0.0;0;0.0;0.0;0;0.0;3;0;6.4;4.0;0.0;0.0;0.0;0;1;0;0.0;4.7;0.0;0;0;0;5.2;0.0;No recurring injuries;Above Average;0.0;0;0.0;4;-1.76;0;64;12;15;9;20;1;0;1.6;1.5
Eredivisie;Fortuna Sittard;Mattijs Branderhorst;GK;;GK;33;"6'4""";£1.2K - £2.1K p/w;Not for Sale;Very Weak;Very Strong;6.68;2;2430;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;83%;23.7;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;7;0;8.2;4.1;0.1;0.0;0.0;50;4;0;0.0;2.9;0.0;0;0;0;5.0;0.0;No recurring injuries;Below Average;0.0;0;0.0;8;7.87;1;74;26;46;19;33;4;50;1.1;1.2
Premier League;Liverpool;Conor Bradley;WB (R);;D/WB (R);23;"5'11""";£84K - £120K p/w;£48M - £78M;Weak;Very Strong;6.86;0;1166;0;0;0.0;0.36;0.36;-0.36;0.0;0%;0.045;0.6;0.3;0.5;50%;0;0;0;2;0.2;0.82;0.1;92%;76.9;0.0;1.2;10.3;1.7;0.2;13;1.7;0.2;14;0.8;6;0;10.1;10.6;3.2;3.7;9.0;75;55;1;0.6;1.0;0.6;9;0;0;12.8;17.8;No recurring injuries;Above Average;4.2;31;0.1;0;0;0;0;0;0;0;0;0;0;2.1;1.2
Jupiler Pro League;Dender EH;Sven Blummel;AM (L);M (RL), ST (C);M/AM (RL), ST (C);30;"5'10""";£3.1K - £5.25K p/w;£300K - £2.9M;Very Strong;Reasonable;6.78;0;1955;0;0;0.0;1.99;1.99;-1.99;0.1;0%;0.0947619047619048;1.0;0.4;0.3;43%;0;0;0;2;0.1;4.36;0.2;90%;41.9;0.6;1.6;3.2;3.0;0.5;16;3.0;0.5;17;2.9;21;5;18.0;5.0;1.1;2.3;9.0;64;36;0;0.2;0.6;0.0;25;0;1;11.1;13.6;No recurring injuries;Low;2.9;22;0.0;0;0;0;0;0;0;0;0;0;0;1.0;1.4
Premier League;Man City;Nathan Aké;D (C);DM;D (LC), DM;32;"5'11""";£110K - £150K p/w;£26M - £33M;Very Strong;Reasonable;6.79;0;1041;0;0;0.0;0.23;0.23;-0.23;0.0;0%;0.0766666666666667;0.3;0.1;0.1;33%;0;0;0;0;0.0;0.45;0.0;94%;78.2;0.1;0.6;9.9;0.7;0.3;37;0.7;0.3;38;0.2;2;0;7.2;9.9;1.3;4.3;4.2;60;25;2;0.5;0.5;0.2;12;1;0;12.7;17.3;No recurring injuries;Above Average;3.5;68;0.1;0;0;1;0;0;0;0;0;0;0;3.5;1.6
Premier League;Chelsea;Trevoh Chalobah;D (R);D (R), DM;D (RC), DM;27;"6'4""";£155K - £175K p/w;£51M - £62M;Fairly Strong;Very Strong;6.99;0;1149;0;0;0.0;0.24;0.24;-0.24;0.0;0%;0.12;0.2;0.0;0.0;0%;0;0;0;0;0.0;0.05;0.0;95%;65.2;0.1;0.2;4.9;0.2;0.0;0;0.2;0.0;0;0.4;1;0;7.1;11.2;1.3;4.0;5.3;85;20;1;0.3;0.5;0.2;6;1;0;11.9;11.1;No recurring injuries;Below Average;3.8;67;0.5;0;0;0;0;0;0;0;0;0;0;1.6;0.4
Premier League;Brentford;Caoimhin Kelleher;GK;;GK;28;"6'2""";£62K - £70K p/w;£22M - £31M;Weak;Very Strong;6.77;2;3900;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;81%;24.4;0.0;0.0;0.7;0.0;0.0;0;0.0;0.0;0;0.0;2;0;6.8;8.0;0.0;0.5;0.0;0;1;0;0.0;3.7;0.0;0;0;0;5.0;0.0;No recurring injuries;Average;0.0;0;0.0;8;-17.74;4;69;64;93;19;81;1;0;1.6;1.9
Bundesliga;Bayer 04 Leverkusen;Jarell Quansah;D (C);D (R);D (RC);24;"6'4""";£64K - £85K p/w;£31M - £38M;Weak;Very Strong;6.90;1;1852;0;0;0.0;0.42;0.42;-0.42;0.0;0%;0.105;0.2;0.0;0.1;0%;0;0;0;0;0.0;0.28;0.0;91%;62.7;0.0;0.4;4.8;0.2;0.1;40;0.2;0.1;40;0.2;3;0;4.7;14.5;0.7;2.8;3.4;83;18;4;0.6;1.0;0.3;8;1;0;10.8;6.9;No recurring injuries;Below Average;5.2;72;1.1;0;0;0;0;0;0;0;0;0;0;2.1;1.1
Premier League;Birmingham;Dujon Sterling;D (R);D (LC), WB (L), M (RC);D (RLC), WB (RL), DM, M (RC);27;"5'11""";£14K - £20.5K p/w;£4.2M - £6.8M;Weak;Very Strong;6.66;0;1541;0;0;0.0;0.27;0.27;-0.27;0.0;0%;0.054;0.3;0.0;0.2;0%;0;0;0;0;0.0;0.5;0.0;92%;66.8;0.1;0.4;5.5;0.3;0.1;40;0.3;0.1;40;0.4;3;0;7.2;9.9;2.3;4.1;8.2;73;55;2;0.9;1.9;0.5;22;2;0;12.3;15.3;No recurring injuries;High;3.3;57;0.6;0;0;0;0;0;0;0;0;0;0;1.3;2.9
Eredivisie;PSV;Nick Olij;GK;;GK;31;"6'2""";£4.6K - £7.5K p/w;£4.6M - £9.2M;Weak;Very Strong;6.89;4;3090;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;91%;25.5;0.0;0.0;0.1;0.0;0.0;0;0.0;0.0;0;0.0;8;0;6.6;4.0;0.0;0.1;0.0;25;4;0;0.0;1.8;0.0;1;1;0;5.8;0.1;No recurring injuries;Below Average;0.0;0;0.0;11;-3.06;0;71;24;49;18;39;4;25;1.5;1.1
Eredivisie;N.E.C.;Philippe Sandler;D (C);;D (C), DM;30;"6'3""";£2.6K - £4.3K p/w;£275K - £2.8M;Weak;Very Strong;6.75;0;1441;0;0;0.0;0.93;0.93;-0.93;0.1;0%;0.103333333333333;0.6;0.1;0.3;11%;2;0;0;2;0.1;1.48;0.1;91%;45.3;0.2;0.9;3.9;0.2;0.1;25;0.2;0.1;25;0.0;5;0;4.5;13.7;0.6;3.3;4.6;45;20;2;0.7;1.2;0.3;7;2;0;10.6;7.9;No recurring injuries;Very High;3.6;59;0.6;0;0;0;0;0;0;0;0;0;0;1.1;1.2
Serie A;Fiorentina;Robin Gosens;WB (L);;D/WB/M (L);32;"6'0""";£37K - £63K p/w;Not for Sale;Very Strong;Weak;6.96;0;2521;0;0;0.0;0.4;0.4;-0.4;0.0;0%;0.0666666666666667;0.2;0.0;0.1;17%;0;0;0;5;0.2;4.2;0.1;87%;56.7;0.2;1.8;5.6;8.9;1.6;18;8.9;1.6;19;2.5;23;3;16.8;12.5;2.0;3.5;10.2;75;75;2;0.6;0.8;0.4;50;3;0;12.2;27.3;No recurring injuries;Very Low;2.8;71;0.0;0;0;0;0;0;0;0;0;0;0;1.3;0.7
First Division;Elche;Alejandro Iturbe;GK;;GK;23;"6'1""";£10K - £12.75K p/w;£5.2M;Reasonable;Very Strong;6.31;0;2822;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;81%;23.8;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;9;0;8.7;2.1;0.0;0.0;0.0;0;1;0;0.0;3.4;0.0;0;0;1;5.6;0.0;No recurring injuries;Below Average;0.0;0;0.0;4;-12.2;2;63;23;61;17;57;1;0;1.0;1.8
Second Division;Leganés;Lalo Aguilar;D (C);;D (C);24;"6'2""";£6K - £9.75K p/w;£1.2M - £2.8M;Reasonable;Very Strong;6.84;0;2280;0;0;0.0;2.98;2.98;-2.98;0.1;0%;0.18625;0.6;0.1;0.2;13%;1;0;0;1;0.0;1.04;0.0;92%;43.4;0.1;0.2;2.0;0.0;0.0;0;0.0;0.0;0;0.1;4;0;3.1;14.8;0.6;2.0;2.7;89;18;3;0.5;1.6;1.0;14;6;0;9.4;3.3;No recurring injuries;Below Average;6.3;66;1.2;0;0;0;0;0;0;0;0;0;0;1.2;1.0
Sky Bet Championship;Wrexham;Arthur Okonkwo;GK;;GK;25;"6'6""";£10.75K - £14.75K p/w;£140K - £1.4M;Reasonable;Very Strong;6.81;4;2644;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;76%;24.8;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;4;0;9.0;1.8;0.0;0.0;0.0;0;2;0;0.0;4.1;0.0;0;0;0;5.2;0.0;No recurring injuries;High;0.0;0;0.0;8;4.14;1;71;20;51;8;32;2;0;0.9;1.1
Eredivisie;NAC Breda;Clint Leemans;M (C);DM;DM, M (C);31;"6'2""";£1.5K - £2.2K p/w;£85K - £850K;Very Strong;Fairly Strong;6.50;0;1408;0;0;0.0;1.15;1.15;-1.15;0.1;0%;0.104545454545455;0.7;0.3;0.3;36%;0;0;0;6;0.4;1.4;0.1;0%;0.0;0.1;0.4;0.0;0.0;0.0;0;0.0;0.0;0;0.0;10;0;18.5;9.8;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1;1;0;0.0;0.0;No recurring injuries;Above Average;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;1.0;1.5
Ligue 1 McDonald's;Toulouse FC;Beñat Gerenabarrena;M (C);;DM, M (C);23;"5'8""";£10.25K - £13.25K p/w;£9K - £2.3M;Reasonable;Very Strong;6.91;1;2243;0;0;0.0;1.05;1.05;-1.05;0.0;0%;0.116666666666667;0.4;0.1;0.1;22%;0;0;0;2;0.1;3.68;0.1;91%;54.4;0.2;0.9;5.2;0.0;0.0;0;0.0;0.0;0;0.1;11;0;6.0;11.7;1.0;2.1;7.0;55;44;7;0.6;0.8;0.2;7;2;0;12.2;13.2;No recurring injuries;Below Average;1.2;30;0.1;0;0;0;0;0;0;0;0;0;0;1.0;1.3
Eredivisie;Excelsior;Stijn van Gassel;GK;;GK;30;"6'1""";£1.7K - £2.4K p/w;£80K - £800K;Weak;Very Strong;6.40;0;1980;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;73%;23.3;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;9;0;5.3;4.8;0.0;0.0;0.0;0;1;0;0.0;2.6;0.0;0;0;0;5.8;0.0;No recurring injuries;Above Average;0.0;0;0.0;5;5.87;0;73;25;37;13;27;1;0;0.7;1.2
Premier League;Birmingham;Christoph Klarer;D (C);;D (C);26;"6'3""";£34K - £48K p/w;£8.4M - £11M;Reasonable;Very Strong;6.72;0;1187;0;0;0.0;0.02;0.02;-0.02;0.0;0%;0.02;0.1;0.0;0.0;0%;0;0;0;0;0.0;0.04;0.0;95%;57.1;0.0;0.1;3.9;0.0;0.0;0;0.0;0.0;0;0.0;1;0;3.9;9.5;1.1;3.7;2.7;65;23;6;0.9;1.5;0.8;12;2;0;10.3;5.6;No recurring injuries;Low;5.3;61;0.9;0;0;0;0;0;0;0;0;0;0;1.5;3.0
Premier League;Famalicão;Mathias De Amorim;DM;;DM, M (C);22;"5'10""";£4.9K - £6.25K p/w;£28M;Reasonable;Very Strong;6.77;0;1756;0;0;0.0;0.35;0.35;-0.35;0.0;0%;0.07;0.3;0.1;0.1;20%;0;0;0;3;0.2;3.95;0.2;93%;67.5;0.3;1.0;8.0;0.5;0.1;22;0.4;0.1;14;0.2;9;0;6.1;13.6;0.8;2.9;5.8;55;29;1;0.6;0.9;0.2;12;1;0;11.7;11.8;No recurring injuries;High;1.0;58;0.0;0;0;0;0;0;0;0;0;0;0;1.1;1.3
Bundesliga;Borussia M'gladbach;Kevin Diks;D (C);D (L), WB (R);D (RLC), WB (R);30;"6'1""";£27K - £37.5K p/w;£325K - £3.3M;Weak;Very Strong;6.81;0;2110;0;0;0.0;1.91;1.91;-1.91;0.1;0%;0.127333333333333;0.6;0.0;0.2;7%;0;0;0;1;0.0;1.65;0.1;95%;53.6;0.2;0.1;2.7;0.0;0.0;100;0.0;0.0;100;0.1;7;0;3.6;12.4;0.4;2.3;2.7;53;19;2;0.5;0.7;0.5;17;1;0;10.1;4.4;No recurring injuries;Above Average;3.9;70;0.5;0;0;0;0;0;0;0;0;0;0;0.8;1.5
Ligue 1 McDonald's;Strasbourg;Vítězslav Jaroš;GK;;GK;25;"6'3""";£20K - £28K p/w;£850K;Weak;Very Strong;6.73;1;3600;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;85%;23.5;0.0;0.0;0.2;0.0;0.0;0;0.0;0.0;0;0.0;7;0;9.6;4.0;0.0;0.1;0.0;33;3;0;0.0;2.4;0.0;0;0;0;5.9;0.0;No recurring injuries;Below Average;0.0;0;0.0;10;1.18;0;76;43;68;24;44;3;33;1.1;1.1
Sky Bet Championship;Sunderland;Dan Ballard;D (C);;D (C);27;"6'2""";£27.5K - £30.5K p/w;£31M;Reasonable;Very Strong;7.02;2;3698;0;0;0.0;3.75;3.75;-3.75;0.1;0%;0.125;0.7;0.1;0.2;17%;0;0;0;3;0.1;2.8;0.1;90%;52.0;0.1;0.3;2.3;0.0;0.0;100;0.0;0.0;100;0.1;10;0;3.2;14.3;0.5;3.4;2.7;71;28;8;0.7;0.9;0.4;24;9;0;10.3;4.2;No recurring injuries;High;5.9;74;0.9;0;0;0;0;0;0;0;0;0;0;0.9;0.9
Bundesliga 2;Hannover 96;Tim van den Heuvel;D (L);M (C);D/WB (L), DM, M (C);22;"5'10""";£3.1K - £4.5K p/w;£700K - £7M;Very Strong;Fairly Strong;6.82;0;1202;0;0;0.0;0.2;0.2;-0.2;0.0;0%;0.1;0.1;0.1;0.1;50%;0;0;0;0;0.0;2.18;0.2;86%;50.0;0.1;1.3;5.2;2.8;0.7;24;2.8;0.7;24;1.2;8;0;8.6;10.9;1.5;2.7;7.0;74;27;2;0.6;1.0;0.3;16;0;0;12.7;18.6;No recurring injuries;High;2.5;41;0.2;0;0;0;0;0;0;0;0;0;0;0.7;0.7
Sky Bet Championship;Sheffield United;Kayne Ramsay;D (R);WB (R);D (RC), WB (R);26;"5'10""";£16.25K - £21.5K p/w;£7.4M - £9.2M;Reasonable;Very Strong;6.78;0;1544;0;0;0.0;0.59;0.59;-0.59;0.0;0%;0.0842857142857143;0.4;0.0;0.2;0%;0;0;0;1;0.1;0.7;0.0;89%;45.3;0.1;0.5;3.5;0.9;0.2;25;0.9;0.2;25;0.6;7;0;7.3;16.7;0.9;3.9;4.3;76;21;3;0.8;1.2;0.3;6;3;0;11.0;10.6;No recurring injuries;Below Average;4.2;68;0.3;0;0;0;0;0;0;0;0;0;0;1.6;1.2
Premier League;Sporting CP;João Virgínia;GK;;GK;27;"6'3""";£10.75K - £16.75K p/w;£750K - £7.6M;Very Strong;Reasonable;7.38;3;1044;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;70%;24.4;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;4;0;7.4;3.4;0.1;0.0;0.0;100;1;0;0.0;3.4;0.0;2;2;0;5.8;0.0;No recurring injuries;Above Average;0.0;0;0.0;11;9.95;0;95;12;24;9;3;1;100;1.3;0.3
Eredivisie;Willem II;Amine Lachkar;D (C);M (C);D (C), DM, M (C);23;"6'2""";£2.3K - £3.4K p/w;£300K - £3.1M;Reasonable;Very Strong;6.48;0;1425;0;0;0.0;1;1;-1;0.1;0%;0.142857142857143;0.4;0.3;0.2;71%;1;0;0;2;0.1;0.78;0.0;88%;36.0;0.3;0.4;2.5;0.0;0.0;0;0.0;0.0;0;0.1;10;0;8.2;11.6;0.5;1.8;3.5;89;9;3;0.7;0.6;0.0;2;0;0;7.1;5.9;No recurring injuries;Above Average;1.8;55;0.1;0;0;0;0;0;0;0;0;0;0;0.9;0.7
First Division;Vigo;Javi Rodríguez;D (R);;D (RC);23;"5'10""";£44K - £49.5K p/w;£39M - £46M;Weak;Very Strong;6.77;0;2894;0;0;0.0;1.98;1.98;-1.98;0.1;0%;0.141428571428571;0.4;0.0;0.2;0%;2;0;0;0;0.0;1.39;0.0;93%;57.9;0.0;0.2;3.5;0.5;0.1;25;0.5;0.1;25;0.2;24;0;3.9;12.6;0.4;3.0;3.3;78;18;2;0.7;0.8;0.7;18;4;1;10.1;6.0;No recurring injuries;Low;4.6;62;0.6;0;0;0;0;0;0;0;0;0;0;1.0;1.2
Premier League;Fulham;Calvin Bassey;D (C);;D (LC);27;"6'1""";£78K - £90K p/w;£51M;Very Strong;Weak;6.76;0;2340;0;0;0.0;0.44;0.44;-0.44;0.0;0%;0.088;0.2;0.1;0.0;60%;0;0;0;0;0.0;0.29;0.0;90%;45.5;0.1;0.2;3.2;0.1;0.1;100;0.1;0.1;100;0.0;0;1;5.5;9.9;0.3;3.1;1.7;88;8;1;1.0;0.9;0.8;10;1;0;10.2;4.3;No recurring injuries;Above Average;5.3;74;0.8;0;0;3;0;0;0;0;0;0;0;1.1;1.9
Premier League;Crystal Palace;Tyrick Mitchell;D (L);D (C);D (LC), WB (L);27;"5'9""";£62K - £70K p/w;£27M - £33M;Very Strong;Reasonable;6.92;0;2907;0;0;0.0;0.19;0.19;-0.19;0.0;0%;0.02375;0.2;0.1;0.2;38%;0;0;0;3;0.1;2.48;0.1;90%;75.2;0.2;0.8;10.0;3.4;0.6;18;3.4;0.6;18;2.1;21;7;12.0;9.4;2.2;3.5;7.4;75;93;4;0.7;1.4;0.6;17;1;0;12.8;16.2;No recurring injuries;Low;2.7;53;0.1;0;0;0;0;0;0;0;0;0;0;1.3;1.3
